cmm_code,common_description,material_family,governance_status,member_count,cpse_count,consuming_cpses,primary_uom,total_annual_consumption,avg_consumption_per_member,plant_count,dominant_plant
CMM-PIPEF-002995-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,7856,7856.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-019229-001,PIPE/FITTING | PIPE | ALLOY STEEL | DN 80 | ASME B16.9,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,4687,4687.0,1,Bokaro Steel Plant
CMM-PIPEF-02B98F-001,PIPE/FITTING | ALLOY STEEL | DN 150 | ASME B16.5,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,13153,13153.0,1,Rourkela Steel Plant
CMM-PIPEF-03B9C8-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,3569,3569.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-058FDC-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,3774,3774.0,1,Rourkela Steel Plant
CMM-PIPEF-06300F-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,2389,2389.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-0795D9-001,PIPE/FITTING | CARBON STEEL | 2 IN | IS 1239,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,HPCL,MTR,12336,12336.0,1,Mumbai Refinery
CMM-PIPEF-08F7AE-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,13563,13563.0,1,Bhilai Steel Plant
CMM-PIPEF-0AE348-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,6034,6034.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-0E4F2B-001,PIPE/FITTING | IS 2062 | DN 50 | API 5L,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,Coal India;HPCL,MTR,7688,3844.0,2,Korba Coalfields
CMM-PIPEF-100E96-001,PIPE/FITTING | ALLOY STEEL | DN 150 | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,5,5,BHEL;Coal India;IOCL;ONGC;SAIL,MTR,25330,5066.0,5,Rourkela Steel Plant
CMM-PIPEF-11F53A-001,PIPE/FITTING | PIPE | CARBON STEEL | 6 IN | API 5L,PIPE/FITTING,VERIFIED_HARMONIZED,4,4,HPCL;IOCL;ONGC;SAIL,MTR,30467,7616.75,4,Bokaro Steel Plant
CMM-PIPEF-155E3F-001,PIPE/FITTING | ELBOW | ASTM A106 GR.B | 6 IN | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,HPCL;NTPC,MTR,23523,11761.5,2,Visakh Refinery
CMM-PIPEF-19443B-001,PIPE/FITTING | FLANGE | ALLOY STEEL | DN 80 | IS 1239,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,3151,3151.0,1,Durgapur Steel Plant
CMM-PIPEF-19DF58-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,14254,14254.0,1,Kirandul Complex
CMM-PIPEF-1A50F6-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,13045,13045.0,1,Kirandul Complex
CMM-PIPEF-1AA69E-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,11949,11949.0,1,Durgapur Steel Plant
CMM-PIPEF-2725B7-001,PIPE/FITTING | SS 316L | DN 100 | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,Coal India;IOCL,MTR,26477,13238.5,2,Singareni Collieries
CMM-PIPEF-285DD4-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,3531,3531.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-295916-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,9525,9525.0,1,Durgapur Steel Plant
CMM-PIPEF-2B325D-001,PIPE/FITTING | PIPE | CARBON STEEL | DN 150 | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,Coal India;NTPC,MTR,7047,3523.5,2,Vindhyachal STPS
CMM-PIPEF-304077-001,PIPE/FITTING | PIPE | SS 316L | DN 100 | IS 1239,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,HPCL,MTR,11808,11808.0,1,Visakh Refinery
CMM-PIPEF-31AE63-001,PIPE/FITTING | ELBOW | CARBON STEEL | 2 IN | ASTM A106,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,12295,12295.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-3217BF-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,5871,5871.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-358D39-001,PIPE/FITTING | ALLOY STEEL | DN 50 | ASME B16.5,PIPE/FITTING,VERIFIED_HARMONIZED,4,4,Coal India;NMDC;NTPC;ONGC,MTR,27956,6989.0,4,Donimalai Iron Ore Mine
CMM-PIPEF-3751A6-001,PIPE/FITTING | FLANGE | ALLOY STEEL | DN 80 | API 5L,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,HPCL,MTR,8295,8295.0,1,Bhatinda Refinery
CMM-PIPEF-37FF2E-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,12843,12843.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-3896FB-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,568,568.0,1,Durgapur Steel Plant
CMM-PIPEF-3BAF8F-001,PIPE/FITTING | ASTM A106 GR.B | DN 150 | API 5L,PIPE/FITTING,VERIFIED_HARMONIZED,6,6,BHEL;Coal India;NMDC;NTPC;ONGC;SAIL,MTR,51694,8615.67,6,Ankleshwar Asset
CMM-PIPEF-3C5B7C-001,PIPE/FITTING | SS 316L | 6 IN | ASME B16.9,PIPE/FITTING,VERIFIED_HARMONIZED,5,5,BHEL;HPCL;NTPC;ONGC;SAIL,MTR,25296,5059.2,5,Hazira Complex
CMM-PIPEF-3CB594-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,11880,11880.0,1,Bokaro Steel Plant
CMM-PIPEF-3E8CCB-001,PIPE/FITTING | PIPE | CARBON STEEL | DN 50 | ASME B16.5,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NTPC,MTR,9150,9150.0,1,Dadri Plant
CMM-PIPEF-3F10E4-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,8544,8544.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-3FF582-001,PIPE/FITTING | CARBON STEEL | 2 IN | API 5L,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,Coal India,MTR,9545,9545.0,1,Korba Coalfields
CMM-PIPEF-41F75E-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,6043,6043.0,1,Bhilai Steel Plant
CMM-PIPEF-42698F-001,PIPE/FITTING | PIPE | SS 316L | DN 80 | IS 1239,PIPE/FITTING,VERIFIED_HARMONIZED,3,3,HPCL;NMDC;ONGC,MTR,12802,4267.33,3,Bhatinda Refinery
CMM-PIPEF-42F2AE-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,1020,1020.0,1,Kirandul Complex
CMM-PIPEF-47C93B-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,11871,11871.0,1,Kirandul Complex
CMM-PIPEF-4850B0-001,PIPE/FITTING | FLANGE | CARBON STEEL | DN 80 | API 5L,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,ONGC,MTR,11890,11890.0,1,Rajahmundry Asset
CMM-PIPEF-49C4F4-001,PIPE/FITTING | FLANGE | ALLOY STEEL | DN 100 | IS 1239,PIPE/FITTING,VERIFIED_HARMONIZED,3,3,BHEL;HPCL;SAIL,MTR,16916,5638.67,3,Bhopal Complex
CMM-PIPEF-4A805C-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,13396,13396.0,1,Bhilai Steel Plant
CMM-PIPEF-4AA96E-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,9470,9470.0,1,Rourkela Steel Plant
CMM-PIPEF-4D7A52-001,PIPE/FITTING | ELBOW | ALLOY STEEL | DN 150 | ASME B16.9,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,ONGC,MTR,9716,9716.0,1,Uran Plant
CMM-PIPEF-4E2A15-001,PIPE/FITTING | PIPE | SS 316L | 6 IN | ASME B16.5,PIPE/FITTING,VERIFIED_HARMONIZED,3,3,BHEL;HPCL;ONGC,MTR,15019,5006.33,3,Rajahmundry Asset
CMM-PIPEF-5115C2-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,7931,7931.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-52E0BE-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,2585,2585.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-54E39F-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,5070,5070.0,1,Kirandul Complex
CMM-PIPEF-567132-001,PIPE/FITTING | PIPE | IS 2062 | DN 50 | API 5L,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,NTPC;ONGC,MTR,19082,9541.0,2,Ankleshwar Asset
CMM-PIPEF-577FE7-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,5867,5867.0,1,Kirandul Complex
CMM-PIPEF-57AB81-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,13096,13096.0,1,Rourkela Steel Plant
CMM-PIPEF-5A0AFC-001,PIPE/FITTING | PIPE | ALLOY STEEL | DN 50 | ASME B16.5,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,4475,4475.0,1,Kirandul Complex
CMM-PIPEF-5A39EE-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,6032,6032.0,1,Durgapur Steel Plant
CMM-PIPEF-5CAA25-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,14209,14209.0,1,Rourkela Steel Plant
CMM-PIPEF-5D7A3B-001,PIPE/FITTING | ELBOW | CARBON STEEL | 2 IN | API 5L,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NTPC,MTR,359,359.0,1,Ramagundam STPS
CMM-PIPEF-5F29C1-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,10798,10798.0,1,Bokaro Steel Plant
CMM-PIPEF-5FC852-001,PIPE/FITTING | PIPE | SS 316L | DN 80 | IS 1239,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,BHEL;SAIL,MTR,12550,6275.0,2,Bokaro Steel Plant
CMM-PIPEF-600943-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,5456,5456.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-636EA0-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,12618,12618.0,1,Kirandul Complex
CMM-PIPEF-67E91A-001,PIPE/FITTING | ASTM A106 GR.B | DN 100 | ASME B16.9,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,BHEL;IOCL,MTR,24319,12159.5,2,Mathura Refinery
CMM-PIPEF-68A5E4-001,PIPE/FITTING | FLANGE | ASTM A106 GR.B | 2 IN | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,4,4,BHEL;IOCL;NTPC;ONGC,MTR,25991,6497.75,4,Uran Plant
CMM-PIPEF-6980E3-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,9876,9876.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-69E890-001,PIPE/FITTING | ELBOW | IS 2062 | 2 IN | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,BHEL;HPCL,MTR,6913,3456.5,2,Trichy Complex
CMM-PIPEF-6B3D5C-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,7272,7272.0,1,Kirandul Complex
CMM-PIPEF-6BB345-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,9168,9168.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-6C2AF1-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,7672,7672.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-6ED031-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,14218,14218.0,1,Kirandul Complex
CMM-PIPEF-722ED3-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,8122,8122.0,1,Bhilai Steel Plant
CMM-PIPEF-7284AD-001,PIPE/FITTING | ALLOY STEEL | 2 IN | API 5L,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NTPC,MTR,13023,13023.0,1,Dadri Plant
CMM-PIPEF-7491FE-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,6809,6809.0,1,Durgapur Steel Plant
CMM-PIPEF-773DC4-001,PIPE/FITTING | FLANGE | CARBON STEEL | DN 80 | IS 1239,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,BHEL,MTR,1907,1907.0,1,Trichy Complex
CMM-PIPEF-775C7D-001,PIPE/FITTING | FLANGE | SS 316L | DN 150 | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,IOCL;ONGC,MTR,7392,3696.0,2,Ankleshwar Asset
CMM-PIPEF-779420-001,PIPE/FITTING | FLANGE | IS 2062 | DN 50 | ASME B16.5,PIPE/FITTING,VERIFIED_HARMONIZED,4,4,IOCL;NTPC;ONGC;SAIL,MTR,33141,8285.25,4,Mumbai Offshore Complex
CMM-PIPEF-78ED74-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,5568,5568.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-7963C4-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,1442,1442.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-7A5764-001,PIPE/FITTING | FLANGE | ALLOY STEEL | DN 50 | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,4,4,BHEL;HPCL;NMDC;SAIL,MTR,32362,8090.5,4,Bhopal Complex
CMM-PIPEF-7B9DF8-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,11501,11501.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-7DD684-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,9763,9763.0,1,Kirandul Complex
CMM-PIPEF-7F1EC6-001,PIPE/FITTING | PIPE | SS 316L | 6 IN | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,BHEL;ONGC,MTR,11394,5697.0,2,Bhopal Complex
CMM-PIPEF-7F80EA-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,5256,5256.0,1,Durgapur Steel Plant
CMM-PIPEF-814451-001,PIPE/FITTING | PIPE | SS 316L | DN 100 | IS 1239,PIPE/FITTING,VERIFIED_HARMONIZED,4,4,BHEL;IOCL;NTPC;SAIL,MTR,33818,8454.5,4,Dadri Plant
CMM-PIPEF-814B57-001,PIPE/FITTING | ELBOW | SS 316L | DN 50 | ASME B16.5,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,Coal India;HPCL,MTR,21631,10815.5,2,Talcher Coalfields
CMM-PIPEF-8291FD-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,14112,14112.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-82D677-001,PIPE/FITTING | ALLOY STEEL | DN 100 | ASME B16.5,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,IOCL,MTR,247,247.0,1,Barauni Refinery
CMM-PIPEF-85C204-001,PIPE/FITTING | PIPE | CARBON STEEL | 6 IN | ASME B16.9,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,6058,6058.0,1,Durgapur Steel Plant
CMM-PIPEF-884E70-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,14747,14747.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-886747-001,PIPE/FITTING | PIPE | IS 2062 | DN 80 | ASME B16.9,PIPE/FITTING,VERIFIED_HARMONIZED,4,4,Coal India;HPCL;ONGC;SAIL,MTR,33406,8351.5,4,Mumbai Offshore Complex
CMM-PIPEF-887486-001,PIPE/FITTING | ALLOY STEEL | DN 80 | ASME B16.9,PIPE/FITTING,VERIFIED_HARMONIZED,5,5,BHEL;IOCL;NMDC;NTPC;ONGC,MTR,29375,5875.0,5,Haldia Refinery
CMM-PIPEF-888E21-001,PIPE/FITTING | PIPE | CARBON STEEL | DN 150 | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,3,3,BHEL;HPCL;NMDC,MTR,16730,5576.67,3,Bailadila Iron Ore Mine
CMM-PIPEF-89C3D4-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,10211,10211.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-8A5B63-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,4373,4373.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-8B6C6B-001,PIPE/FITTING | PIPE | CARBON STEEL | DN 80 | ASME B16.9,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,7323,7323.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-8BCEEA-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,7610,7610.0,1,Durgapur Steel Plant
CMM-PIPEF-8F3A97-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,9637,9637.0,1,Bokaro Steel Plant
CMM-PIPEF-8FF216-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,5650,5650.0,1,Bhilai Steel Plant
CMM-PIPEF-900B09-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,1416,1416.0,1,Bokaro Steel Plant
CMM-PIPEF-9073A1-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,3833,3833.0,1,Durgapur Steel Plant
CMM-PIPEF-91BBA0-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,14053,14053.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-91DF1A-001,PIPE/FITTING | SS 316L | 6 IN | IS 1239,PIPE/FITTING,VERIFIED_HARMONIZED,4,4,Coal India;IOCL;NTPC;ONGC,MTR,35161,8790.25,4,Haldia Refinery
CMM-PIPEF-9AE949-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,4986,4986.0,1,Rourkela Steel Plant
CMM-PIPEF-9AEB33-001,PIPE/FITTING | FLANGE | SS 316L | DN 50 | ASME B16.5,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,NTPC;SAIL,MTR,2104,1052.0,2,Korba STPS
CMM-PIPEF-9DF21B-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,6321,6321.0,1,Bokaro Steel Plant
CMM-PIPEF-9F26C6-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,9052,9052.0,1,Donimalai Iron Ore Mine
CMM-PIPEF-9F54EF-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,4666,4666.0,1,Bokaro Steel Plant
CMM-PIPEF-9F93F7-001,PIPE/FITTING | ALLOY STEEL | 2 IN | API 5L,PIPE/FITTING,VERIFIED_HARMONIZED,5,5,BHEL;Coal India;NMDC;NTPC;ONGC,MTR,37691,7538.2,5,Mumbai Offshore Complex
CMM-PIPEF-A260FE-001,PIPE/FITTING | ALLOY STEEL | 2 IN | IS 1239,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,4926,4926.0,1,Bhilai Steel Plant
CMM-PIPEF-A31A67-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,4322,4322.0,1,Kirandul Complex
CMM-PIPEF-A3FA45-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,2782,2782.0,1,Kirandul Complex
CMM-PIPEF-A5CF70-001,PIPE/FITTING | PIPE | CARBON STEEL | DN 80 | IS 1239,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NTPC,MTR,3691,3691.0,1,Vindhyachal STPS
CMM-PIPEF-A6DA56-001,PIPE/FITTING | FLANGE | SS 316L | DN 80 | ASTM A106,PIPE/FITTING,VERIFIED_HARMONIZED,3,3,IOCL;NMDC;SAIL,MTR,18239,6079.67,3,Donimalai Iron Ore Mine
CMM-PIPEF-A71D7A-001,PIPE/FITTING | PIPE | SS 316L | DN 50 | API 5L,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,NMDC;NTPC,MTR,15679,7839.5,2,Ramagundam STPS
CMM-PIPEF-A7BB01-001,PIPE/FITTING | PIPE | IS 2062 | 6 IN | IS 1239,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,BHEL;SAIL,MTR,7664,3832.0,2,Rourkela Steel Plant
CMM-PIPEF-A8BD86-001,PIPE/FITTING | ASTM A106 GR.B | DN 150 | IS 1239,PIPE/FITTING,VERIFIED_HARMONIZED,6,6,Coal India;HPCL;NMDC;NTPC;ONGC;SAIL,MTR,51099,8516.5,6,Dadri Plant
CMM-PIPEF-A96212-001,PIPE/FITTING | IS 2062 | 2 IN | IS 1239,PIPE/FITTING,VERIFIED_HARMONIZED,2,2,IOCL;SAIL,MTR,16729,8364.5,2,Mathura Refinery
CMM-PIPEF-A9D653-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,4613,4613.0,1,Bokaro Steel Plant
CMM-PIPEF-AAC4DA-001,PIPE/FITTING | FLANGE | ALLOY STEEL | DN 150 | ASME B16.9,PIPE/FITTING,VERIFIED_HARMONIZED,3,3,HPCL;NMDC;SAIL,MTR,21880,7293.33,3,Mumbai Refinery
CMM-PIPEF-AAEC9B-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,5852,5852.0,1,Bailadila Iron Ore Mine
CMM-PIPEF-AC8950-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,14006,14006.0,1,Kirandul Complex
CMM-PIPEF-AC9DDD-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,10916,10916.0,1,Rourkela Steel Plant
CMM-PIPEF-AE5889-001,PIPE/FITTING | IS 2062 | 6 IN | IS 1239,PIPE/FITTING,VERIFIED_HARMONIZED,6,6,BHEL;Coal India;IOCL;NMDC;ONGC;SAIL,MTR,54614,9102.33,6,Donimalai Iron Ore Mine
CMM-PIPEF-B037FD-001,PIPE/FITTING | ELBOW | ALLOY STEEL | 2 IN | ASTM A106,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,Coal India,MTR,10252,10252.0,1,Jharia Coalfields
CMM-PIPEF-B10CF8-001,PIPE/FITTING | CARBON STEEL | DN 100 | IS 8598,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,NMDC,MTR,5574,5574.0,1,Kirandul Complex
CMM-PIPEF-B58848-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,4304,4304.0,1,Durgapur Steel Plant
CMM-PIPEF-B67BA6-001,PIPE/FITTING | COPPER ALLOY | DN 200 | IS 2062,PIPE/FITTING,STANDALONE_CANDIDATE,1,1,SAIL,MTR,6149,6149.0,1,Bokaro Steel Plant
