Material_Code,CPSE,Material_Description,Normalized_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,EX_material_family,EX_material_type,EX_material_subtype,EX_material,EX_material_grade,EX_size,EX_nominal_size,EX_length,EX_width,EX_height,EX_diameter,EX_thickness,EX_pressure_class,EX_schedule,EX_rating,EX_standard,EX_specification,EX_coating,EX_connection_type,EX_end_type,EX_construction,EX_orientation,EX_bearing_number,EX_manufacturer,EX_manufacturer_part_no,EX_unit,extraction_attribute_count,extraction_has_conflict,extraction_conflicts_detail,extraction_rules_applied,extraction_sources_used,Manufacturer,Manufacturer_Part_No,Plant,Material_Status,Annual_Consumption,Last_Purchase_Date,Standardized_Description,Canonical_Material_Key,Canonical_Material_Family,Canonical_Material_Type,Canonical_Material_Subtype,Canonical_Material,Canonical_Material_Grade,Canonical_Nominal_Size,Canonical_Size,Canonical_Length,Canonical_Width,Canonical_Height,Canonical_Diameter,Canonical_Thickness,Canonical_Pressure_Class,Canonical_Schedule,Canonical_Rating,Canonical_Standard,Canonical_Specification,Canonical_Coating,Canonical_Connection_Type,Canonical_End_Type,Canonical_Construction,Canonical_Orientation,Canonical_Manufacturer,Canonical_Manufacturer_Part_No,Canonical_Unit,Standardization_Changed,Standardization_Rule_Count,Standardization_Rules_Applied,Standardization_Conflict_Preserved
CIL-400188,Coal India,"SPARE-Thrust Bearing, AISI 52100, SIZE 6208 300#","spare-thrust bearing, aisi 52100, size 6208 300#",Bearings,Thrust Bearing,DIN 625,AISI 52100,6208,,,,NOS,bearing,,,,AISI 52100,6208,,,,,,,,,,,DIN 625,,,,,,,NBC Bearings,NBCBEA-TB-6208-50,NOS,7,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,structured_field,NBC Bearings,NBCBEA-TB-6208-50,Jharia Coalfields,Active,11569,2025-08-13,BEARING | AISI 52100 | 6208,BEARING|AISI_52100|6208,BEARING,,,,AISI 52100,,6208,,,,,,,,,,DIN 625,,,,,,NBC BEARINGS,NBCBEA-TB-6208-50,NOS,True,7,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_BEARING_NUMBER; SPECIFICATION_TRIM; UNIT_CANONICAL,False
NTPC-200185,NTPC,STORES ITEM Thrust Bearing 150# AISI 52100 6208,stores item thrust bearing 150# aisi 52100 6208,Bearings,Thrust Bearing,DIN 625,AISI 52100,6208,,,,NOS,bearing,,,,AISI 52100,6208,,,,,,,,,,,DIN 625,,,,,,,NBC Bearings,NBCBEA-TB-6208-10,NOS,7,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,structured_field,NBC Bearings,NBCBEA-TB-6208-10,Dadri Plant,Active,9151,2025-04-04,BEARING | AISI 52100 | 6208,BEARING|AISI_52100|6208,BEARING,,,,AISI 52100,,6208,,,,,,,,,,DIN 625,,,,,,NBC BEARINGS,NBCBEA-TB-6208-10,NOS,True,7,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_BEARING_NUMBER; SPECIFICATION_TRIM; UNIT_CANONICAL,False
HPCL-120191,HPCL,IND.Globe Valve 4 in SS304 600#,ind.globe valve 4 in ss304 600#,Valves,Globe Valve,API 600,SS304,4 in,,4 in,,NOS,valve,globe valve,,stainless steel,SS304,4 in,,,,,4 in,,,,,API 600,API 600,,,,,,,L&T Valves,L&TVAL-GV-4in-83,NOS,11,True,material_grade: 'SS304' vs 'SS 304',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; TYPE_GLOBE_VALVE; UNIT_FROM_FIELD,description; specification; structured_field,L&T Valves,L&TVAL-GV-4in-83,Mumbai Refinery,Active,3594,2025-08-23,VALVE | GLOBE VALVE | STAINLESS STEEL | SS 304 | 4 IN | 4 IN | API 600,VALVE|GLOBE_VALVE|STAINLESS_STEEL|SS_304|4_IN|4_IN|API_600,VALVE,GLOBE VALVE,,STAINLESS STEEL,SS 304,,4 IN,,,,4 IN,,,,,API 600,API 600,,,,,,L&T VALVES,L&TVAL-GV-4IN-83,NOS,True,11,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_FORMAT_SS304; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_API; TYPE_CANONICAL; UNIT_CANONICAL,True
IOCL-110178,IOCL,GLOBE VALVE 150# SS316 4 in,globe valve 150# ss316 4 in,Valves,Globe Valve,API 600,SS316,4 in,,4 in,,NOS,valve,globe valve,,stainless steel,SS316,4 in,,,,,4 in,,,,,API 600,API 600,,,,,,,L&T Valves,L&TVAL-GV-4in-47,NOS,11,True,material_grade: 'SS316' vs 'SS 316',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; TYPE_GLOBE_VALVE; UNIT_FROM_FIELD,description; specification; structured_field,L&T Valves,L&TVAL-GV-4in-47,Gujarat Refinery,Active,11331,2024-07-23,VALVE | GLOBE VALVE | STAINLESS STEEL | SS 316 | 4 IN | 4 IN | API 600,VALVE|GLOBE_VALVE|STAINLESS_STEEL|SS_316|4_IN|4_IN|API_600,VALVE,GLOBE VALVE,,STAINLESS STEEL,SS 316,,4 IN,,,,4 IN,,,,,API 600,API 600,,,,,,L&T VALVES,L&TVAL-GV-4IN-47,NOS,True,11,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_FORMAT_SS316; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_API; TYPE_CANONICAL; UNIT_CANONICAL,True
ONGC-100207,ONGC,SPARE-4C x 25 sq mm Circuit Breaker - XLPE Insulated 300#,spare-4c x 25 sq mm circuit breaker - xlpe insulated 300#,Electrical,Circuit Breaker,IS 7098,XLPE Insulated,4C x 25 sq mm,,,,MTR,electrical,,,xlpe,XLPE Insulated,4C x 25 sq mm,,,,,,,,,,IS 7098,IS 7098,,,,,,,Siemens,SIE-CB-4Cx25sqmm-45,MTR,9,True,size: '4C x 25 sq mm' vs '25 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Siemens,SIE-CB-4Cx25sqmm-45,Sivasagar Asset,Slow-Moving,10374,2025-08-27,ELECTRICAL | XLPE | XLPE INSULATED | 4C X 25 SQ MM | IS 7098,ELECTRICAL|XLPE|XLPE_INSULATED|4C_X_25_SQ_MM|IS_7098,ELECTRICAL,,,XLPE,XLPE INSULATED,,4C X 25 SQ MM,,,,,,,,,IS 7098,IS 7098,,,,,,SIEMENS,SIE-CB-4CX25SQMM-45,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,True
CIL-400189,Coal India,"SPARE-CIRCUIT BREAKER, XLPE Insulated, SIZE 4C x 25 sq mm 600#","spare-circuit breaker, xlpe insulated, size 4c x 25 sq mm 600#",Electrical,Circuit Breaker,IS 7098,XLPE Insulated,4C x 25 sq mm,,,,MTR,electrical,,,xlpe,XLPE Insulated,4C x 25 sq mm,,,,,,,,,,IS 7098,IS 7098,,,,,,,Siemens,SIE-CB-4Cx25sqmm-29,MTR,9,True,size: '4C x 25 sq mm' vs '25 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Siemens,SIE-CB-4Cx25sqmm-29,Singareni Collieries,Active,2028,2025-07-15,ELECTRICAL | XLPE | XLPE INSULATED | 4C X 25 SQ MM | IS 7098,ELECTRICAL|XLPE|XLPE_INSULATED|4C_X_25_SQ_MM|IS_7098,ELECTRICAL,,,XLPE,XLPE INSULATED,,4C X 25 SQ MM,,,,,,,,,IS 7098,IS 7098,,,,,,SIEMENS,SIE-CB-4CX25SQMM-29,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,True
IOCL-110179,IOCL,EQUAL TEE 300# Carbon Steel DN 150,equal tee 300# carbon steel dn 150,Pipes & Fittings,Equal Tee,ASME B16.5,Carbon Steel,DN 150,3 m,150 mm,,MTR,pipe/fitting,,,carbon steel,Carbon Steel,DN 150,,3 m,,,150 mm,,,,,ASME B16.5,ASME B16.5,,,,,,,ISMT,ISM-ET-DN150-49,MTR,11,True,size: 'DN 150' vs 'DN150',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,ISMT,ISM-ET-DN150-49,Barauni Refinery,Slow-Moving,13818,2024-05-22,PIPE/FITTING | CARBON STEEL | CARBON STEEL | DN 150 | 3 M | 150 MM | ASME B16.5,PIPE_FITTING|CARBON_STEEL|CARBON_STEEL|DN_150|3_M|150_MM|ASME_B165,PIPE/FITTING,,,CARBON STEEL,CARBON STEEL,,DN 150,3 M,,,150 MM,,,,,ASME B16.5,ASME B16.5,,,,,,ISMT,ISM-ET-DN150-49,MTR,True,11,DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_CANONICAL_CARBON_STEEL; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; UNIT_CANONICAL,True
SAIL-300200,SAIL,EQUAL TEE DN 150 Alloy Steel 150#,equal tee dn 150 alloy steel 150#,Pipes & Fittings,Equal Tee,ASME B16.5,Alloy Steel,DN 150,3 m,150 mm,,MTR,pipe/fitting,,,,Alloy Steel,DN 150,,3 m,,,150 mm,,,,,ASME B16.5,ASME B16.5,,,,,,,ISMT,ISM-ET-DN150-97,MTR,10,True,size: 'DN 150' vs 'DN150',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,ISMT,ISM-ET-DN150-97,Rourkela Steel Plant,Active,13153,2024-03-05,PIPE/FITTING | ALLOY STEEL | DN 150 | 3 M | 150 MM | ASME B16.5,PIPE_FITTING|ALLOY_STEEL|DN_150|3_M|150_MM|ASME_B165,PIPE/FITTING,,,,ALLOY STEEL,,DN 150,3 M,,,150 MM,,,,,ASME B16.5,ASME B16.5,,,,,,ISMT,ISM-ET-DN150-97,MTR,True,10,DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; UNIT_CANONICAL,True
NTPC-200186,NTPC,415V 100A Circuit Breaker - Copper 300#,415v 100a circuit breaker - copper 300#,Electrical,Circuit Breaker,IS 7098,Copper,415V 100A,500 m,,,MTR,electrical,,,,Copper,415V 100A,,500 m,,,,,,,,IS 7098,IS 7098,,,,,,,Siemens,SIE-CB-415V100A-68,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Siemens,SIE-CB-415V100A-68,Vindhyachal STPS,Active,5001,2024-03-17,ELECTRICAL | COPPER | 415V 100A | 500 M | IS 7098,ELECTRICAL|COPPER|415V_100A|500_M|IS_7098,ELECTRICAL,,,,COPPER,,415V 100A,500 M,,,,,,,,IS 7098,IS 7098,,,,,,SIEMENS,SIE-CB-415V100A-68,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,False
NMDC-410192,NMDC,SPARE-Circuit Breaker 600# Copper 415V 100A,spare-circuit breaker 600# copper 415v 100a,Electrical,Circuit Breaker,IS 7098,Copper,415V 100A,500 m,,,MTR,electrical,,,,Copper,415V 100A,,500 m,,,,,,,,IS 7098,IS 7098,,,,,,,Siemens,SIE-CB-415V100A-08,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Siemens,SIE-CB-415V100A-08,Donimalai Iron Ore Mine,Active,13348,2024-11-23,ELECTRICAL | COPPER | 415V 100A | 500 M | IS 7098,ELECTRICAL|COPPER|415V_100A|500_M|IS_7098,ELECTRICAL,,,,COPPER,,415V 100A,500 M,,,,,,,,IS 7098,IS 7098,,,,,,SIEMENS,SIE-CB-415V100A-08,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,False
NTPC-200187,NTPC,TAPER ROLLER BEARING 300# Chrome Steel 22208,taper roller bearing 300# chrome steel 22208,Bearings,Taper Roller Bearing,ABMA 9,Chrome Steel,22208,,,,NOS,bearing,,,chrome steel,Chrome Steel,22208,,,,,,,,,,,ABMA 9,,,,,,,Timken,TIM-TRB-22208-75,NOS,8,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CHROME_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,structured_field,Timken,TIM-TRB-22208-75,Dadri Plant,Slow-Moving,9122,2024-08-28,BEARING | CHROME STEEL | CHROME STEEL | 22208,BEARING|CHROME_STEEL|CHROME_STEEL|22208,BEARING,,,CHROME STEEL,CHROME STEEL,,22208,,,,,,,,,,ABMA 9,,,,,,TIMKEN,TIM-TRB-22208-75,NOS,True,8,FAMILY_CANONICAL; GRADE_CANONICAL_CHROME_STEEL; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; UNIT_CANONICAL,False
NMDC-410193,NMDC,22208 TAPER ROLLER BEARING - Chrome Steel 600#,22208 taper roller bearing - chrome steel 600#,Bearings,Taper Roller Bearing,ABMA 9,Chrome Steel,22208,,,,NOS,bearing,,,chrome steel,Chrome Steel,22208,,,,,,,,,,,ABMA 9,,,,,,,Timken,TIM-TRB-22208-59,NOS,8,False,,FAMILY_BEARING; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CHROME_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; UNIT_FROM_FIELD,structured_field,Timken,TIM-TRB-22208-59,Kirandul Complex,Active,3093,2024-09-05,BEARING | CHROME STEEL | CHROME STEEL | 22208,BEARING|CHROME_STEEL|CHROME_STEEL|22208,BEARING,,,CHROME STEEL,CHROME STEEL,,22208,,,,,,,,,,ABMA 9,,,,,,TIMKEN,TIM-TRB-22208-59,NOS,True,8,FAMILY_CANONICAL; GRADE_CANONICAL_CHROME_STEEL; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; UNIT_CANONICAL,False
NTPC-200188,NTPC,"CENT. PUMP, Cast Iron, SIZE DN 80 150#","cent. pump, cast iron, size dn 80 150#",Pumps,Centrifugal Pump,IS 1520,Cast Iron,DN 80,,DN 80,,SET,pump,centrifugal pump,,,Cast Iron,DN 80,,,,,DN 80,,,,,IS 1520,IS 1520,,,,cast,,,WPIL,WPI-CP-DN80-90,SET,11,True,size: 'DN 80' vs 'DN80',CONSTRUCTION_CAST; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_CENTRIFUGAL_PUMP; UNIT_FROM_FIELD,description; specification; structured_field,WPIL,WPI-CP-DN80-90,Korba STPS,Active,14150,2025-02-18,PUMP | CENTRIFUGAL PUMP | CAST | CAST IRON | DN 80 | DN 80 | IS 1520,PUMP|CENTRIFUGAL_PUMP|CAST_IRON|DN_80|DN_80|IS_1520|CAST,PUMP,CENTRIFUGAL PUMP,,,CAST IRON,,DN 80,,,,DN 80,,,,,IS 1520,IS 1520,,,,CAST,,WPIL,WPI-CP-DN80-90,SET,True,11,CONSTRUCTION_CANONICAL; DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; TYPE_CANONICAL; UNIT_UPPERCASE,True
IOCL-110180,IOCL,IND.DN 80 Centrifugal Pump - Cast Iron 300#,ind.dn 80 centrifugal pump - cast iron 300#,Pumps,Centrifugal Pump,IS 1520,Cast Iron,DN 80,,DN 80,,SET,pump,centrifugal pump,,,Cast Iron,DN 80,,,,,DN 80,,,,,IS 1520,IS 1520,,,,cast,,,WPIL,WPI-CP-DN80-51,SET,11,True,size: 'DN 80' vs 'DN80',CONSTRUCTION_CAST; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_CENTRIFUGAL_PUMP; UNIT_FROM_FIELD,description; specification; structured_field,WPIL,WPI-CP-DN80-51,Gujarat Refinery,Active,7247,2025-04-29,PUMP | CENTRIFUGAL PUMP | CAST | CAST IRON | DN 80 | DN 80 | IS 1520,PUMP|CENTRIFUGAL_PUMP|CAST_IRON|DN_80|DN_80|IS_1520|CAST,PUMP,CENTRIFUGAL PUMP,,,CAST IRON,,DN 80,,,,DN 80,,,,,IS 1520,IS 1520,,,,CAST,,WPIL,WPI-CP-DN80-51,SET,True,11,CONSTRUCTION_CANONICAL; DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; TYPE_CANONICAL; UNIT_UPPERCASE,True
CIL-400190,Coal India,Hex Bolt M12 x 50 Grade 10.9 300#,hexagonal bolt m12 x 50 grade 10.9 300#,Fasteners,Hex Bolt,DIN 931,Grade 10.9,M12 x 50,50 mm,,Zinc Plated,KG,fastener,bolt,hex,,Grade 10.9,M12 x 50,,50 mm,,,,,,,,,DIN 931,zinc plated,,,,,,GKW,GKW-HB-M12x50-98,KG,11,True,size: 'M12 x 50' vs 'M12',COATING_FROM_STRUCTURED_FIELD; FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; SUBTYPE_HEX; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; structured_field,GKW,GKW-HB-M12x50-98,Korba Coalfields,Active,4914,2025-05-21,FASTENER | BOLT | HEX | GRADE 10.9 | M12 X 50 | 50 MM | ZINC PLATED,FASTENER|BOLT|HEX|GRADE_109|M12_X_50|50_MM|ZINC_PLATED,FASTENER,BOLT,HEX,,GRADE 10.9,,M12 X 50,50 MM,,,,,,,,,DIN 931,ZINC PLATED,,,,,GKW,GKW-HB-M12X50-98,KG,True,11,COATING_CANONICAL; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_FORMAT_MM; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; SUBTYPE_CANONICAL; TYPE_CANONICAL; UNIT_UPPERCASE,True
ONGC-100208,ONGC,HX BOLT M12 x 50 Grade 8.8 600#,hx bolt m12 x 50 grade 8.8 600#,Fasteners,Hex Bolt,DIN 931,Grade 8.8,M12 x 50,50 mm,,Zinc Plated,KG,fastener,bolt,,,Grade 8.8,M12 x 50,,50 mm,,,,,,,,,DIN 931,zinc plated,,,,,,GKW,GKW-HB-M12x50-11,KG,10,True,size: 'M12 x 50' vs 'M12',COATING_FROM_STRUCTURED_FIELD; FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; structured_field,GKW,GKW-HB-M12x50-11,Rajahmundry Asset,Slow-Moving,993,2025-03-29,FASTENER | BOLT | GRADE 8.8 | M12 X 50 | 50 MM | ZINC PLATED,FASTENER|BOLT|GRADE_88|M12_X_50|50_MM|ZINC_PLATED,FASTENER,BOLT,,,GRADE 8.8,,M12 X 50,50 MM,,,,,,,,,DIN 931,ZINC PLATED,,,,,GKW,GKW-HB-M12X50-11,KG,True,10,COATING_CANONICAL; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_FORMAT_MM; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; TYPE_CANONICAL; UNIT_UPPERCASE,True
NTPC-200189,NTPC,"IND.Boiler Feed Pump Motor, Copper Wound, SIZE 6.6 kV","ind.boiler feed pump motor, copper wound, size 6.6 kv",Electrical,Boiler Feed Pump Motor,IS 12615,Copper Wound,6.6 kV,100 m,,,MTR,electrical,,,,Copper Wound,6.6 kV,,100 m,,,,,,,,IS 12615,IS 12615,,,,,,,Siemens,SIE-BFPM-6.6kV-37,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field,Siemens,SIE-BFPM-6.6kV-37,Dadri Plant,Slow-Moving,7136,2025-10-02,ELECTRICAL | COPPER WOUND | 6.6 KV | 100 M | IS 12615,ELECTRICAL|COPPER_WOUND|66_KV|100_M|IS_12615,ELECTRICAL,,,,COPPER WOUND,,6.6 KV,100 M,,,,,,,,IS 12615,IS 12615,,,,,,SIEMENS,SIE-BFPM-6.6KV-37,MTR,True,9,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_CANONICAL,False
HPCL-120192,HPCL,STORES ITEM DN 80 LPG BOTTLING PUMP - Carbon Steel,stores item dn 80 lpg bottling pump - carbon steel,Pumps,LPG Bottling Pump,API 675,Carbon Steel,DN 80,,DN 80,,SET,pump,,,carbon steel,Carbon Steel,DN 80,,,,,DN 80,,,,,API 675,API 675,,,,,,,KSB,KSB-LBP-DN80-54,SET,10,True,size: 'DN 80' vs 'DN80',DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,KSB,KSB-LBP-DN80-54,Mumbai Refinery,Slow-Moving,513,2025-03-29,PUMP | CARBON STEEL | CARBON STEEL | DN 80 | DN 80 | API 675,PUMP|CARBON_STEEL|CARBON_STEEL|DN_80|DN_80|API_675,PUMP,,,CARBON STEEL,CARBON STEEL,,DN 80,,,,DN 80,,,,,API 675,API 675,,,,,,KSB,KSB-LBP-DN80-54,SET,True,10,DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_CANONICAL_CARBON_STEEL; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_UPPERCASE,True
ONGC-100209,ONGC,IND.5000 psi SUBSEA WELLHEAD SENSOR - SS316,ind.5000 psi subsea wellhead sensor - ss316,Instrumentation,Subsea Wellhead Sensor,API 6A,SS316,5000 psi,,,,NOS,instrumentation,,,stainless steel,SS316,5000 psi,,,,,,,,,,API 6A,API 6A,,,,,,,ABB,ABB-SWS-5000psi-05,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,ABB,ABB-SWS-5000psi-05,Sivasagar Asset,Active,4763,2024-03-27,INSTRUMENTATION | STAINLESS STEEL | SS 316 | 5000 PSI | API 6A,INSTRUMENTATION|STAINLESS_STEEL|SS_316|5000_PSI|API_6A,INSTRUMENTATION,,,STAINLESS STEEL,SS 316,,5000 PSI,,,,,,,,,API 6A,API 6A,,,,,,ABB,ABB-SWS-5000PSI-05,NOS,True,9,FAMILY_CANONICAL; GRADE_FORMAT_SS316; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_CANONICAL,True
